Heel 00

Hydrostatics for trim 4.0m by Stern

Curves



Tables




Trim -4.00 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-4.00 5.92 6124.11 38.543 0.000 3.290 1168.83 38.747 106.282 6.574 102.993 3.284 615354.6 19622.8 11.98 74.47 1952.45 
                 
-4.00 5.95 6160.05 38.544 0.000 3.306 1169.67 38.740 105.879 6.576 102.573 3.269 616441.1 19648.9 11.99 74.60 1958.25 
-4.00 5.98 6196.02 38.545 0.000 3.323 1170.49 38.733 105.475 6.577 102.153 3.255 617503.9 19674.5 12.00 74.73 1964.04 
-4.00 6.01 6232.01 38.546 0.000 3.339 1171.28 38.726 105.072 6.579 101.733 3.240 618538.6 19699.3 12.01 74.85 1969.83 
-4.00 6.04 6268.03 38.547 0.000 3.355 1172.06 38.720 104.670 6.581 101.315 3.225 619553.6 19723.6 12.01 74.98 1975.61 
-4.00 6.07 6304.06 38.548 0.000 3.372 1172.84 38.715 104.271 6.583 100.899 3.211 620562.5 19747.7 12.02 75.10 1981.39 
                 
-4.00 6.10 6340.13 38.549 0.000 3.388 1173.60 38.709 103.875 6.585 100.487 3.196 621559.2 19771.6 12.03 75.22 1987.16 
-4.00 6.13 6376.22 38.550 0.000 3.405 1174.36 38.703 103.481 6.587 100.076 3.182 622545.3 19795.2 12.04 75.34 1992.94 
-4.00 6.16 6412.33 38.551 0.000 3.421 1175.11 38.698 103.090 6.589 99.669 3.168 623520.0 19818.5 12.04 75.46 1998.71 
-4.00 6.19 6448.46 38.552 0.000 3.438 1175.86 38.692 102.703 6.592 99.265 3.154 624497.4 19842.1 12.05 75.57 2004.48 
-4.00 6.22 6484.62 38.553 0.000 3.454 1176.60 38.687 102.319 6.594 98.865 3.140 625468.1 19865.6 12.06 75.69 2010.26 
                 
-4.00 6.25 6520.80 38.553 0.000 3.470 1177.34 38.682 101.939 6.597 98.469 3.126 626434.4 19889.1 12.07 75.81 2016.03 
-4.00 6.28 6557.01 38.554 0.000 3.487 1178.07 38.677 101.561 6.600 98.074 3.113 627385.7 19911.9 12.08 75.92 2021.80 
-4.00 6.31 6593.22 38.555 0.000 3.503 1178.78 38.672 101.184 6.602 97.681 3.099 628324.3 19934.0 12.08 76.04 2027.57 
-4.00 6.34 6629.47 38.555 0.000 3.520 1179.48 38.668 100.811 6.605 97.291 3.085 629255.8 19955.8 12.09 76.15 2033.34 
-4.00 6.37 6665.73 38.556 0.000 3.536 1180.17 38.664 100.440 6.608 96.904 3.072 630180.7 19977.3 12.10 76.26 2039.10 
                 
-4.00 6.40 6702.02 38.557 0.000 3.553 1180.86 38.660 100.073 6.611 96.520 3.059 631102.4 19998.6 12.10 76.37 2044.87 
-4.00 6.43 6738.33 38.557 0.000 3.569 1181.55 38.657 99.709 6.614 96.140 3.045 632021.4 20019.6 12.11 76.48 2050.64 
-4.00 6.46 6774.66 38.558 0.000 3.585 1182.23 38.653 99.348 6.617 95.763 3.032 632939.2 20040.5 12.12 76.60 2056.41 
-4.00 6.49 6811.01 38.558 0.000 3.602 1182.88 38.650 98.990 6.620 95.388 3.019 633842.5 20059.7 12.12 76.70 2062.22 
-4.00 6.52 6847.38 38.559 0.000 3.618 1183.10 38.655 98.606 6.620 94.988 3.002 634557.1 20056.5 12.13 76.79 2068.44 
                 
-4.00 6.55 6883.76 38.559 0.000 3.634 1182.77 38.669 98.193 6.616 94.558 2.982 635039.6 20027.0 12.12 76.85 2075.20 
-4.00 6.58 6920.11 38.560 0.000 3.651 1181.90 38.692 97.751 6.609 94.100 2.959 635303.5 19974.3 12.11 76.88 2082.50 
-4.00 6.61 6956.46 38.561 0.000 3.667 1180.42 38.726 97.281 6.599 93.614 2.932 635341.2 19898.6 12.10 76.89 2090.39 
-4.00 6.64 6992.75 38.562 0.000 3.683 1178.29 38.770 96.783 6.586 93.100 2.902 635146.1 19800.7 12.08 76.86 2098.92 
-4.00 6.67 7028.97 38.563 0.000 3.699 1175.42 38.825 96.253 6.570 92.554 2.870 634690.7 19681.9 12.05 76.81 2108.18 
                 
-4.00 6.70 7065.10 38.564 0.000 3.716 1171.48 38.898 95.673 6.550 91.958 2.835 633845.3 19539.3 12.01 76.71 2118.51 
-4.00 6.73 7101.10 38.566 0.000 3.732 1166.51 38.988 95.050 6.529 91.319 2.797 632648.1 19380.7 11.96 76.56 2129.89 
-4.00 6.76 7136.95 38.569 0.000 3.748 1160.73 39.090 94.399 6.508 90.651 2.760 631192.2 19217.6 11.90 76.38 2142.14 
-4.00 6.79 7172.62 38.571 0.000 3.763 1152.97 39.226 93.641 6.486 89.877 2.723 628932.1 19051.4 11.82 76.11 2156.54 
-4.00 6.82 7208.05 38.575 0.000 3.779 1144.45 39.376 92.859 6.466 89.080 2.687 626433.2 18896.1 11.73 75.81 2171.72 
                 
-4.00 6.85 7243.22 38.579 0.000 3.794 1137.22 39.499 92.184 6.448 88.390 2.654 624612.3 18754.5 11.66 75.59 2185.70 
-4.00 6.88 7278.16 38.584 0.000 3.810 1131.90 39.586 91.647 6.432 87.837 2.622 623700.4 18620.9 11.60 75.48 2197.86 
-4.00 6.91 7312.97 38.589 0.000 3.825 1128.42 39.638 91.233 6.417 87.408 2.591 623621.1 18489.1 11.57 75.47 2208.27 
-4.00 6.94 7347.66 38.594 0.000 3.840 1124.94 39.688 90.835 6.401 86.995 2.561 623616.5 18357.5 11.53 75.47 2218.67 
-4.00 6.97 7382.24 38.599 0.000 3.855 1121.47 39.736 90.452 6.386 86.597 2.531 623686.0 18226.2 11.50 75.48 2229.07 
                 
-4.00 7.00 7416.72 38.604 0.000 3.871 1118.00 39.782 90.084 6.371 86.214 2.501 623825.8 18095.0 11.46 75.49 2239.46 


Hydrostatics for trim 3.5m by Stern

Curves



Tables




Trim -3.50 metres 
Heel 0.00 degrees 
   
Shell thickness 12.00000 mm 
Keel thickness 14.00000 mm 
Hog (+ve)/ Sag (-ve) 0.00000 metres 
Water density 1.02500 tonnes/cu.m 


All drafts are moulded

Hydrostatics


Trim Draft Displt LCB TCB VCB WPA LCF KML KMT BML BMT IL IT TPC MTC WSA 
(m) (m) (t) (m) (m) (m) (m^2) (m) (m) (m) (m) (m) (m^4) (m^4) (t/cm) (t-m/cm) (m^2) 

-3.50 1.00 852.77 29.136 0.000 0.839 790.19 37.442 242.074 15.930 241.235 15.091 200701.4 12555.6 8.10 24.29 876.94 
-3.50 1.03 877.37 29.375 0.000 0.849 801.23 37.771 244.692 15.751 243.843 14.902 208722.7 12755.4 8.21 25.26 890.51 
-3.50 1.06 902.28 29.612 0.000 0.860 811.97 38.090 247.088 15.571 246.228 14.711 216747.3 12949.6 8.32 26.23 903.85 
-3.50 1.09 927.50 29.848 0.000 0.870 822.37 38.396 249.179 15.391 248.309 14.521 224690.0 13139.7 8.43 27.19 916.87 
-3.50 1.12 953.06 30.083 0.000 0.881 832.78 38.701 251.323 15.212 250.442 14.331 232863.7 13325.2 8.54 28.18 929.92 
                 
-3.50 1.15 978.93 30.316 0.000 0.891 843.22 39.008 253.546 15.033 252.655 14.142 241298.6 13506.2 8.64 29.20 943.03 
-3.50 1.18 1005.11 30.548 0.000 0.902 853.28 39.304 255.506 14.848 254.604 13.946 249664.5 13675.9 8.75 30.21 955.84 
-3.50 1.21 1031.59 30.778 -0.000 0.913 862.82 39.584 257.087 14.655 256.174 13.743 257822.2 13831.2 8.84 31.20 968.19 
-3.50 1.24 1058.34 31.005 0.000 0.923 871.89 39.850 258.356 14.457 257.433 13.533 265807.3 13973.6 8.94 32.17 980.13 
-3.50 1.27 1085.37 31.229 0.000 0.934 880.67 40.108 259.477 14.255 258.543 13.321 273770.1 14105.3 9.03 33.13 991.85 
                 
-3.50 1.30 1112.67 31.452 0.000 0.945 889.20 40.360 260.488 14.052 259.543 13.107 281742.7 14227.9 9.11 34.10 1003.38 
-3.50 1.33 1140.21 31.671 0.000 0.956 897.25 40.596 261.144 13.849 260.188 12.893 289434.0 14342.7 9.20 35.03 1014.45 
-3.50 1.36 1167.98 31.887 0.000 0.967 904.95 40.821 261.591 13.648 260.625 12.681 296980.6 14450.3 9.28 35.94 1025.24 
-3.50 1.39 1196.01 32.101 0.000 0.978 912.52 41.043 262.043 13.449 261.065 12.471 304621.5 14551.7 9.35 36.86 1035.94 
-3.50 1.42 1224.23 32.310 0.000 0.989 918.98 41.225 261.526 13.250 260.537 12.261 311177.6 14644.1 9.42 37.66 1045.58 
                 
-3.50 1.45 1252.63 32.516 0.000 1.000 924.80 41.385 260.523 13.053 259.523 12.053 317156.0 14729.3 9.48 38.38 1054.62 
-3.50 1.48 1281.18 32.716 0.000 1.011 930.21 41.531 259.277 12.858 258.266 11.847 322815.8 14808.1 9.53 39.07 1063.30 
-3.50 1.51 1309.91 32.912 -0.000 1.023 935.10 41.659 257.666 12.667 256.643 11.644 327981.6 14881.0 9.58 39.69 1071.51 
-3.50 1.54 1338.76 33.103 0.000 1.034 939.55 41.773 255.804 12.479 254.770 11.445 332758.4 14948.0 9.63 40.27 1079.35 
-3.50 1.57 1367.75 33.289 0.000 1.046 943.60 41.874 253.701 12.294 252.655 11.249 337140.7 15010.0 9.67 40.80 1086.83 
                 
-3.50 1.60 1396.85 33.470 0.000 1.057 947.25 41.960 251.352 12.114 250.294 11.057 341095.2 15067.8 9.71 41.28 1093.97 
-3.50 1.63 1426.04 33.646 0.000 1.069 950.47 42.031 248.705 11.939 247.636 10.870 344526.3 15122.4 9.74 41.69 1100.74 
-3.50 1.66 1455.31 33.816 0.000 1.081 953.43 42.092 245.949 11.768 244.868 10.687 347668.4 15174.2 9.77 42.07 1107.29 
-3.50 1.69 1484.71 33.982 0.000 1.093 956.15 42.144 243.096 11.603 242.003 10.510 350540.9 15223.5 9.80 42.42 1113.65 
-3.50 1.72 1514.16 34.142 0.000 1.105 958.66 42.188 240.177 11.442 239.072 10.337 353165.1 15270.4 9.83 42.74 1119.83 
                 
-3.50 1.75 1543.68 34.297 0.000 1.117 961.00 42.225 237.237 11.287 236.120 10.169 355604.3 15315.3 9.85 43.03 1125.89 
-3.50 1.78 1573.29 34.448 0.000 1.130 963.22 42.257 234.301 11.136 233.172 10.006 357898.0 15359.1 9.87 43.31 1131.85 
-3.50 1.81 1602.94 34.593 0.000 1.142 965.33 42.285 231.389 10.991 230.247 9.849 360069.3 15401.5 9.89 43.57 1137.72 
-3.50 1.84 1632.66 34.735 0.000 1.155 967.29 42.310 228.492 10.848 227.337 9.693 362110.7 15439.6 9.91 43.82 1143.52 
-3.50 1.87 1662.44 34.871 0.000 1.167 969.15 42.332 225.631 10.709 224.464 9.542 364056.1 15475.9 9.93 44.06 1149.25 
                 
-3.50 1.90 1692.27 35.004 0.000 1.180 970.92 42.351 222.813 10.575 221.633 9.395 365914.9 15510.7 9.95 44.28 1154.93 
-3.50 1.93 1722.16 35.132 0.000 1.193 972.61 42.367 220.038 10.445 218.845 9.252 367694.3 15544.0 9.97 44.50 1160.56 
-3.50 1.96 1752.10 35.257 0.000 1.206 974.24 42.381 217.312 10.318 216.107 9.112 369404.6 15576.1 9.99 44.70 1166.16 
-3.50 1.99 1782.08 35.377 0.000 1.219 975.80 42.392 214.636 10.196 213.417 8.977 371050.5 15607.0 10.00 44.90 1171.72 
-3.50 2.02 1812.11 35.494 0.000 1.232 977.30 42.401 212.010 10.077 210.778 8.845 372636.8 15637.0 10.02 45.09 1177.24 
                 
-3.50 2.05 1842.19 35.608 0.000 1.245 978.75 42.409 209.435 9.962 208.190 8.717 374170.7 15666.4 10.03 45.28 1182.74 
-3.50 2.08 1872.31 35.718 0.000 1.258 980.18 42.414 206.918 9.851 205.660 8.593 375667.8 15695.7 10.05 45.46 1188.22 
-3.50 2.11 1902.47 35.825 0.000 1.272 981.57 42.417 204.458 9.744 203.187 8.472 377128.5 15725.1 10.06 45.64 1193.68 
-3.50 2.14 1932.68 35.928 0.000 1.285 982.93 42.419 202.049 9.640 200.764 8.355 378548.4 15753.7 10.08 45.81 1199.12 
-3.50 2.17 1962.93 36.029 0.000 1.298 984.24 42.418 199.691 9.539 198.392 8.241 379931.2 15781.6 10.09 45.98 1204.55 
                 
-3.50 2.20 1993.21 36.126 0.000 1.312 985.52 42.416 197.384 9.441 196.073 8.130 381281.4 15808.7 10.10 46.14 1209.96 
-3.50 2.23 2023.53 36.221 0.000 1.325 986.77 42.412 195.129 9.347 193.804 8.021 382603.3 15835.2 10.11 46.30 1215.37 
-3.50 2.26 2053.90 36.313 0.000 1.339 988.00 42.407 192.927 9.255 191.588 7.916 383904.8 15861.2 10.13 46.46 1220.78 
-3.50 2.29 2084.30 36.402 0.000 1.353 989.21 42.401 190.779 9.165 189.426 7.813 385191.0 15886.7 10.14 46.61 1226.18 
-3.50 2.32 2114.73 36.489 0.000 1.367 990.40 42.393 188.684 9.079 187.318 7.712 386464.7 15911.8 10.15 46.77 1231.58 
                 
-3.50 2.35 2145.20 36.573 0.000 1.380 991.57 42.384 186.640 8.995 185.260 7.615 387726.8 15936.3 10.16 46.92 1236.99 
-3.50 2.38 2175.72 36.655 0.000 1.394 992.73 42.374 184.646 8.913 183.251 7.519 388978.4 15960.3 10.18 47.07 1242.39 
-3.50 2.41 2206.26 36.735 0.000 1.408 993.87 42.363 182.700 8.834 181.292 7.426 390221.4 15983.8 10.19 47.22 1247.81 
-3.50 2.44 2236.84 36.812 0.000 1.422 995.00 42.351 180.802 8.757 179.380 7.335 391457.6 16006.9 10.20 47.37 1253.23 
-3.50 2.47 2267.45 36.887 0.000 1.436 996.11 42.338 178.950 8.682 177.514 7.246 392687.8 16029.5 10.21 47.52 1258.65 
                 
-3.50 2.50 2298.10 36.960 0.000 1.450 997.22 42.324 177.142 8.610 175.692 7.159 393911.1 16051.8 10.22 47.67 1264.08 
-3.50 2.53 2328.78 37.031 0.000 1.464 998.32 42.309 175.380 8.539 173.916 7.075 395133.7 16073.9 10.23 47.82 1269.51 
-3.50 2.56 2359.50 37.100 0.000 1.478 999.43 42.294 173.668 8.471 172.189 6.992 396370.6 16096.1 10.24 47.97 1274.96 
-3.50 2.59 2390.25 37.167 0.000 1.493 1000.55 42.278 172.003 8.405 170.510 6.912 397621.7 16118.4 10.26 48.12 1280.42 
-3.50 2.62 2421.04 37.232 0.000 1.507 1001.68 42.261 170.388 8.340 168.881 6.834 398893.9 16140.9 10.27 48.27 1285.89 
                 
-3.50 2.65 2451.86 37.295 0.000 1.521 1002.83 42.243 168.820 8.278 167.299 6.757 400188.1 16163.6 10.28 48.43 1291.38 
-3.50 2.68 2482.71 37.357 -0.000 1.536 1003.99 42.225 167.301 8.218 165.765 6.683 401508.8 16186.4 10.29 48.59 1296.89 
-3.50 2.71 2513.60 37.417 0.000 1.550 1005.18 42.205 165.827 8.160 164.277 6.610 402856.6 16209.6 10.30 48.75 1302.41 
-3.50 2.74 2544.53 37.475 0.000 1.564 1006.39 42.185 164.402 8.103 162.838 6.539 404239.2 16233.0 10.32 48.92 1307.96 
-3.50 2.77 2575.50 37.532 0.000 1.579 1007.62 42.163 163.021 8.049 161.442 6.470 405653.3 16256.9 10.33 49.09 1313.53 
                 
-3.50 2.80 2606.51 37.587 0.000 1.593 1008.87 42.141 161.684 7.996 160.091 6.402 407099.4 16281.1 10.34 49.27 1319.11 
-3.50 2.83 2637.55 37.641 0.000 1.608 1010.15 42.117 160.390 7.944 158.782 6.337 408581.3 16305.6 10.35 49.44 1324.72 
-3.50 2.86 2668.64 37.693 0.000 1.622 1011.45 42.093 159.135 7.895 157.513 6.272 410092.5 16330.5 10.37 49.63 1330.35 
-3.50 2.89 2699.77 37.744 0.000 1.637 1012.78 42.068 157.920 7.847 156.283 6.210 411636.9 16355.5 10.38 49.81 1335.99 
-3.50 2.92 2730.93 37.793 0.000 1.652 1014.11 42.043 156.741 7.800 155.089 6.148 413206.2 16380.4 10.39 50.00 1341.66 
                 
-3.50 2.95 2762.14 37.841 0.000 1.666 1015.45 42.016 155.593 7.754 153.927 6.088 414796.9 16404.8 10.41 50.20 1347.34 
-3.50 2.98 2793.38 37.888 0.000 1.681 1016.80 41.990 154.480 7.710 152.798 6.028 416413.3 16429.0 10.42 50.39 1353.04 
-3.50 3.01 2824.67 37.933 0.000 1.696 1018.18 41.963 153.401 7.667 151.705 5.971 418064.7 16454.1 10.44 50.59 1358.76 
-3.50 3.04 2856.01 37.978 0.000 1.711 1019.58 41.935 152.354 7.625 150.643 5.914 419744.3 16479.7 10.45 50.80 1364.49 
-3.50 3.07 2887.38 38.021 0.000 1.726 1021.00 41.908 151.336 7.585 149.611 5.859 421447.0 16505.0 10.47 51.00 1370.24 
                 
-3.50 3.10 2918.80 38.062 0.000 1.740 1022.41 41.879 150.346 7.545 148.606 5.805 423172.0 16530.1 10.48 51.21 1376.01 
-3.50 3.13 2950.27 38.103 0.000 1.755 1023.84 41.850 149.382 7.507 147.627 5.752 424915.1 16555.1 10.49 51.42 1381.79 
-3.50 3.16 2981.78 38.143 0.000 1.770 1025.28 41.820 148.443 7.470 146.672 5.700 426677.6 16580.2 10.51 51.63 1387.59 
-3.50 3.19 3013.33 38.181 0.000 1.785 1026.73 41.790 147.530 7.434 145.744 5.648 428464.1 16605.4 10.52 51.85 1393.40 
-3.50 3.22 3044.93 38.219 0.000 1.800 1028.21 41.759 146.648 7.399 144.847 5.598 430292.9 16631.1 10.54 52.07 1399.24 
                 
-3.50 3.25 3076.58 38.255 0.000 1.815 1029.74 41.726 145.807 7.365 143.991 5.550 432195.0 16657.8 10.55 52.30 1405.12 
-3.50 3.28 3108.27 38.290 0.000 1.831 1031.37 41.689 145.020 7.333 143.189 5.502 434215.6 16685.4 10.57 52.55 1411.08 
-3.50 3.31 3140.02 38.325 0.000 1.846 1033.01 41.653 144.255 7.301 142.409 5.456 436261.1 16713.3 10.59 52.79 1417.06 
-3.50 3.34 3171.81 38.358 0.000 1.861 1034.65 41.616 143.511 7.271 141.650 5.410 438329.3 16741.2 10.61 53.04 1423.04 
-3.50 3.37 3203.66 38.390 0.000 1.876 1036.31 41.579 142.786 7.241 140.910 5.365 440417.2 16769.1 10.62 53.30 1429.05 
                 
-3.50 3.40 3235.56 38.422 0.000 1.891 1037.98 41.541 142.081 7.212 140.189 5.321 442527.8 16797.0 10.64 53.55 1435.07 
-3.50 3.43 3267.50 38.452 0.000 1.907 1039.65 41.504 141.395 7.185 139.489 5.278 444663.0 16825.0 10.66 53.81 1441.10 
-3.50 3.46 3299.51 38.481 0.000 1.922 1041.34 41.466 140.728 7.157 138.807 5.235 446823.4 16852.9 10.67 54.07 1447.15 
-3.50 3.49 3331.56 38.510 0.000 1.937 1043.04 41.428 140.084 7.131 138.146 5.194 449017.9 16880.8 10.69 54.34 1453.22 
-3.50 3.52 3363.67 38.538 0.000 1.953 1044.77 41.389 139.461 7.105 137.509 5.153 451251.8 16908.8 10.71 54.61 1459.32 
                 
-3.50 3.55 3395.83 38.565 0.000 1.968 1046.53 41.348 138.866 7.081 136.898 5.113 453544.5 16937.8 10.73 54.89 1465.45 
-3.50 3.58 3428.04 38.591 0.000 1.984 1048.34 41.306 138.298 7.057 136.314 5.073 455893.4 16967.8 10.75 55.17 1471.61 
-3.50 3.61 3460.32 38.616 0.000 1.999 1050.18 41.263 137.752 7.034 135.753 5.035 458292.0 16998.2 10.76 55.46 1477.80 
-3.50 3.64 3492.64 38.640 0.000 2.015 1052.03 41.219 137.228 7.012 135.214 4.997 460735.1 17028.7 10.78 55.76 1484.02 
-3.50 3.67 3525.03 38.664 0.000 2.030 1053.91 41.175 136.724 6.990 134.694 4.960 463221.2 17059.0 10.80 56.06 1490.25 
                 
-3.50 3.70 3557.48 38.687 0.000 2.046 1055.79 41.130 136.237 6.969 134.191 4.924 465738.4 17089.1 10.82 56.36 1496.51 
-3.50 3.73 3589.98 38.709 0.000 2.061 1057.68 41.084 135.763 6.949 133.702 4.888 468279.8 17119.0 10.84 56.67 1502.78 
-3.50 3.76 3622.53 38.730 0.000 2.077 1059.58 41.039 135.301 6.929 133.224 4.852 470837.3 17148.8 10.86 56.98 1509.06 
-3.50 3.79 3655.16 38.750 0.000 2.093 1061.49 40.993 134.853 6.910 132.761 4.817 473426.1 17179.1 10.88 57.29 1515.36 
-3.50 3.82 3687.84 38.770 0.000 2.108 1063.40 40.947 134.412 6.892 132.304 4.783 476014.7 17209.3 10.90 57.61 1521.66 
                 
-3.50 3.85 3720.58 38.789 0.000 2.124 1065.29 40.902 133.972 6.873 131.848 4.749 478584.0 17239.0 10.92 57.92 1527.96 
-3.50 3.88 3753.37 38.807 0.000 2.140 1067.17 40.857 133.532 6.856 131.392 4.716 481134.7 17268.5 10.94 58.22 1534.25 
-3.50 3.91 3786.22 38.825 0.000 2.156 1069.02 40.813 133.093 6.839 130.938 4.683 483667.3 17297.8 10.96 58.53 1540.54 
-3.50 3.94 3819.13 38.842 0.000 2.172 1070.89 40.769 132.663 6.822 130.492 4.651 486210.2 17327.9 10.98 58.84 1546.84 
-3.50 3.97 3852.10 38.858 0.000 2.187 1072.79 40.724 132.244 6.807 130.057 4.619 488771.2 17359.3 11.00 59.15 1553.15 
                 
-3.50 4.00 3885.12 38.874 0.000 2.203 1074.69 40.679 131.830 6.792 129.626 4.588 491331.2 17391.3 11.02 59.46 1559.47 
-3.50 4.03 3918.21 38.889 0.000 2.219 1076.58 40.635 131.419 6.777 129.200 4.558 493884.6 17423.7 11.03 59.77 1565.79 
-3.50 4.06 3951.35 38.904 0.000 2.235 1078.47 40.591 131.010 6.763 128.775 4.528 496423.1 17456.2 11.05 60.07 1572.11 
-3.50 4.09 3984.55 38.917 0.000 2.251 1080.34 40.548 130.601 6.750 128.350 4.499 498942.6 17488.6 11.07 60.38 1578.42 
-3.50 4.12 4017.80 38.931 0.000 2.267 1082.20 40.504 130.194 6.737 127.927 4.470 501449.8 17521.1 11.09 60.68 1584.73 
                 
-3.50 4.15 4051.12 38.944 0.000 2.283 1084.04 40.462 129.787 6.724 127.504 4.441 503933.8 17553.2 11.11 60.98 1591.04 
-3.50 4.18 4084.49 38.956 0.000 2.299 1085.85 40.420 129.375 6.712 127.076 4.413 506381.5 17585.0 11.13 61.28 1597.33 
-3.50 4.21 4117.91 38.968 0.000 2.315 1087.64 40.380 128.961 6.700 126.646 4.385 508796.7 17616.5 11.15 61.57 1603.61 
-3.50 4.24 4151.38 38.979 0.000 2.331 1089.41 40.339 128.547 6.689 126.216 4.357 511190.2 17647.9 11.17 61.86 1609.88 
-3.50 4.27 4184.93 38.990 0.000 2.348 1091.17 40.299 128.135 6.678 125.788 4.330 513573.4 17679.8 11.18 62.15 1616.16 
                 
-3.50 4.30 4218.51 39.000 0.000 2.364 1092.91 40.260 127.719 6.667 125.356 4.304 515916.5 17712.0 11.20 62.43 1622.42 
-3.50 4.33 4252.15 39.010 0.000 2.380 1094.64 40.222 127.301 6.657 124.922 4.277 518229.5 17744.7 11.22 62.71 1628.66 
-3.50 4.36 4285.84 39.019 0.000 2.396 1096.35 40.184 126.883 6.648 124.487 4.252 520517.7 17777.6 11.24 62.99 1634.90 
-3.50 4.39 4319.58 39.028 0.000 2.412 1098.05 40.147 126.467 6.639 124.055 4.226 522794.5 17810.7 11.26 63.27 1641.13 
-3.50 4.42 4353.38 39.037 0.000 2.429 1099.75 40.110 126.052 6.630 123.624 4.201 525054.3 17844.0 11.27 63.54 1647.35 
                 
-3.50 4.45 4387.23 39.045 0.000 2.445 1101.42 40.074 125.635 6.622 123.191 4.177 527283.5 17877.5 11.29 63.81 1653.56 
-3.50 4.48 4421.13 39.053 0.000 2.461 1103.08 40.039 125.218 6.614 122.757 4.153 529487.8 17911.2 11.31 64.08 1659.77 
-3.50 4.51 4455.08 39.060 0.000 2.477 1104.72 40.005 124.799 6.606 122.321 4.129 531659.8 17944.8 11.32 64.34 1665.95 
-3.50 4.54 4489.08 39.067 0.000 2.494 1106.33 39.972 124.378 6.599 121.884 4.105 533801.9 17978.4 11.34 64.60 1672.13 
-3.50 4.57 4523.14 39.074 0.000 2.510 1107.93 39.939 123.954 6.592 121.444 4.082 535911.9 18012.0 11.36 64.85 1678.29 
                 
-3.50 4.60 4557.22 39.080 0.000 2.526 1109.50 39.907 123.531 6.585 121.005 4.059 537997.0 18045.7 11.37 65.11 1684.44 
-3.50 4.63 4591.37 39.086 0.000 2.543 1111.09 39.875 123.113 6.579 120.570 4.036 540081.7 18080.2 11.39 65.36 1690.59 
-3.50 4.66 4625.57 39.092 0.000 2.559 1112.66 39.844 122.695 6.573 120.136 4.014 542143.4 18114.9 11.40 65.61 1696.74 
-3.50 4.69 4659.81 39.097 0.000 2.575 1114.21 39.814 122.276 6.568 119.701 3.992 544178.8 18149.8 11.42 65.85 1702.88 
-3.50 4.72 4694.10 39.103 0.000 2.592 1115.75 39.783 121.858 6.562 119.267 3.971 546195.7 18184.9 11.44 66.10 1709.00 
                 
-3.50 4.75 4728.44 39.107 0.000 2.608 1117.28 39.754 121.442 6.558 118.834 3.950 548196.6 18220.1 11.45 66.34 1715.13 
-3.50 4.78 4762.82 39.112 0.000 2.624 1118.80 39.725 121.028 6.553 118.403 3.929 550178.9 18255.4 11.47 66.58 1721.24 
-3.50 4.81 4797.25 39.116 0.000 2.641 1120.30 39.696 120.614 6.549 117.973 3.908 552141.2 18290.7 11.48 66.82 1727.35 
-3.50 4.84 4831.72 39.120 0.000 2.657 1121.79 39.668 120.199 6.545 117.542 3.888 554076.4 18326.1 11.50 67.05 1733.44 
-3.50 4.87 4866.24 39.124 0.000 2.674 1123.26 39.640 119.783 6.541 117.110 3.868 555985.7 18361.6 11.51 67.28 1739.53 
                 
-3.50 4.90 4900.81 39.128 0.000 2.690 1124.72 39.613 119.371 6.538 116.681 3.848 557883.5 18397.1 11.53 67.51 1745.61 
-3.50 4.93 4935.42 39.131 0.000 2.706 1126.16 39.586 118.960 6.535 116.254 3.828 559765.9 18432.6 11.54 67.74 1751.68 
-3.50 4.96 4970.07 39.134 0.000 2.723 1127.59 39.560 118.550 6.532 115.827 3.809 561629.7 18467.9 11.56 67.97 1757.75 
-3.50 4.99 5004.77 39.137 0.000 2.739 1129.00 39.534 118.139 6.529 115.400 3.790 563462.7 18503.0 11.57 68.19 1763.81 
-3.50 5.02 5039.51 39.140 0.000 2.756 1130.40 39.509 117.728 6.526 114.972 3.771 565272.4 18538.1 11.59 68.41 1769.86 
                 
-3.50 5.05 5074.29 39.142 0.000 2.772 1131.78 39.484 117.319 6.524 114.547 3.752 567068.4 18573.1 11.60 68.62 1775.90 
-3.50 5.08 5109.12 39.144 0.000 2.789 1133.14 39.459 116.912 6.522 114.123 3.733 568846.1 18608.0 11.61 68.84 1781.93 
-3.50 5.11 5143.98 39.146 0.000 2.805 1134.49 39.436 116.503 6.520 113.698 3.715 570595.6 18642.5 11.63 69.05 1787.96 
-3.50 5.14 5178.89 39.148 0.000 2.822 1135.81 39.413 116.093 6.518 113.271 3.696 572311.5 18676.6 11.64 69.26 1793.96 
-3.50 5.17 5213.83 39.150 0.000 2.838 1137.11 39.390 115.684 6.517 112.846 3.678 574010.4 18710.5 11.66 69.46 1799.97 
                 
-3.50 5.20 5248.80 39.151 0.000 2.855 1138.39 39.367 115.276 6.515 112.422 3.660 575687.5 18743.9 11.67 69.67 1805.96 
